_id,text,create_at,dayofweek
61c33991804621b028272a4e,"🚨 #Hunger soared this year. Why?

#Conflict ⚔️
#ClimateChange 🔥
#COVID19 🦠

Here's hoping everything we do at @WFP… https://t.co/EoAXvNMZ6M",2021-12-20 08:08:35+00:00,Monday
61c33991804621b028272a50,"#Climatechange will cause more extreme wet and dry #seasons https://t.co/zfefA9GXhc
#environmental #science… https://t.co/rU0a2kNoba",2021-12-20 06:21:10+00:00,Monday
61c33991804621b028272a54,"Another beautiful quote from Rumi. 

https://t.co/HTkfcAzRwP 

#sdgs #climatechange #gogreen #savetheplanet… https://t.co/VEFMWkQgdh",2021-12-20 02:55:42+00:00,Monday
61c33992804621b028272a5a,#NFTNews #climatechange #nftcarbonsponge #nftutility NFT Carbon sponge ‘The Island’ aims to remove 100 tonnes of ca… https://t.co/8nfjlbmNf8,2021-12-19 17:47:32+00:00,Sunday
61c33992804621b028272a5c,intentions to help pass the bill. He is more concerned with #1 - himself - than #ClimateChange or the poor folks it… https://t.co/Cnbar0cfAH,2021-12-19 17:12:43+00:00,Sunday
61c33993804621b028272a61,"Our polling across the country found that people are engaged in the issue of climate change, committed to playing t… https://t.co/DJizLu31nU",2021-12-19 15:46:30+00:00,Sunday
61c33994804621b028272a6b,#Climatechange is not an orderly process - the “implausible” can happen tomorrow @GRI_LSE’s Dr Swenja Surminski tol… https://t.co/Fvyw1HjXKB,2021-12-19 13:45:20+00:00,Sunday
61c33994804621b028272a71,"In 2006 #AlGore's #ClimateChange movie stated that in a decade #Kilimanjaro would have no #snow 

Fifteen years on… https://t.co/eHD8dDF7HC",2021-12-19 12:54:42+00:00,Sunday
61c33995804621b028272a76,WA polling finds that people think the biggest challenge to achieving net zero will be businesses and other people… https://t.co/gwGHJoqaTq,2021-12-19 12:27:44+00:00,Sunday
61c33995804621b028272a77,"The UK’s food supply has so far survived Covid-19, but is greatly threatened by #ClimateChange. We urgently need a… https://t.co/XOobzlMS6N",2021-12-19 12:24:01+00:00,Sunday
61c33995804621b028272a78,Do you have experience in supporting #philanthropy in the #climate justice space and in the Global South? Impatienc… https://t.co/OBKBF0nSDL,2021-12-19 12:14:03+00:00,Sunday
61c33996804621b028272a80,Carbon-cutting app aims to help Londoners ease into net zero future. #Climatechange https://t.co/DJBpghZoXd https://t.co/PJZaxstsw1,2021-12-19 11:48:02+00:00,Sunday
61c33996804621b028272a82,"As #climatechange intensifies, so does the need for action to slow #globalwarming and transition to #netzero.… https://t.co/DW5APPIgXa",2021-12-19 11:30:08+00:00,Sunday
61c33997804621b028272a86,"#Australia: Great Barrier Reef could face another mass bleaching by end of January, forecast says

- Scientists are… https://t.co/kfC6SsWQTn",2021-12-19 10:07:45+00:00,Sunday
61c33998804621b028272a90,Drivers around world will buy about 5.6 mn #electricvehicles this yr acc to report from @BloombergNEF released in c… https://t.co/f8BEy6GsvN,2021-12-19 07:10:34+00:00,Sunday
61c33999804621b028272a92,Long-term exposure to low levels of #airpollution increases risk of heart and #lungdisease https://t.co/xm9JSWDH3z… https://t.co/L0gr7W89iG,2021-12-19 04:33:36+00:00,Sunday
61c33999804621b028272a93,Where the hell did the #ClimateChange debate really get going? How is it relevant today? 👇👇👇 #LosingEarth  https://t.co/5OE3TrWuGe,2021-12-18 22:41:51+00:00,Saturday
61c33999804621b028272a94,FREE webinar from @acamh on the impact #ClimateChange is having on the #MentalHealth of young people.… https://t.co/FfqtAammsk,2021-12-18 20:25:16+00:00,Saturday
61c3399a804621b028272a9b,"Last chance to apply! ⏰
Time is running out for residents to apply for Green Homes Grant funding to upgrade their h… https://t.co/2RmekyEQJ7",2021-12-18 16:01:04+00:00,Saturday
61c3399a804621b028272a9c,"Texas power crisis shows need to build a clean, resilient grid https://t.co/mfL8u1cYh4 @wefenergy #ClimateChange… https://t.co/QGEFcc0Mqn",2021-12-18 15:53:22+00:00,Saturday
61c3399a804621b028272a9d,@CrossProd_UK have joined Zellar to become a greener business! Check out their sustainability profile at… https://t.co/a3blyedGl9,2021-12-18 14:54:04+00:00,Saturday
61c3399a804621b028272aa1,Do you have experience in supporting #philanthropy in the #climate justice space and in the Global South? Impatienc… https://t.co/8FzmwD2osR,2021-12-18 13:37:01+00:00,Saturday
61c3399b804621b028272aaa,"Continuing our #countdowntochristmas… 🎄

…day 6️⃣…

Did you know that our waterless urinals save the equivalent of… https://t.co/kUbzcyYiGz",2021-12-18 09:21:00+00:00,Saturday
61c3399c804621b028272aaf,Fantastic to see Ilhaan's daughter taking a leaf out of her mother's  book &amp; fight #climatechange which is ravaging… https://t.co/n145j177ni,2021-12-17 22:14:52+00:00,Friday
61c3399e804621b028272ab9,"A new protected area in #California now conserves over 3,000 ac of coastal #Redwood #forests for #wildlife!… https://t.co/W9bCDYapiI",2021-12-17 17:01:40+00:00,Friday
61c3399f804621b028272abe,"RT @ Earth_Changers_ #InTheNews re. #sustainable #travel &amp; #development: 
12/ #Climate: ‘This new #snow has no name… https://t.co/fASnSP5Xlv",2021-12-17 14:18:57+00:00,Friday
61c339a0804621b028272ac3,"In May, we teamed up with @apoliticalco &amp; @CPI_foundation to host the free online workshop 'How to engage the publi… https://t.co/ib5R4NLOWD",2021-12-17 13:00:44+00:00,Friday
61c339a0804621b028272ac5,"2021 highlight #4: @Floss422 boosting our digital offer to the level way beyond the next level.

Here's a piece we… https://t.co/bIH54WXlB3",2021-12-17 12:15:00+00:00,Friday
61c339a0804621b028272ac6,Do you have experience in supporting #philanthropy in the #climate justice space and in the Global South? Impatienc… https://t.co/TfSYX0dMDp,2021-12-17 12:14:00+00:00,Friday
61c339a1804621b028272acb,The video from our speaker event of December 2021 featuring @ChaitanyaKumar from  @NEF is now live on our YouTube c… https://t.co/DYIDoEe7dP,2021-12-17 09:58:16+00:00,Friday
61c339a1804621b028272acf,"Continuing our #countdowntochristmas 🎄 …7 days to go….

Sustainability is something we care passionately about at… https://t.co/TvmZIWvpBO",2021-12-17 08:12:51+00:00,Friday
61c339a2804621b028272ad5,This Week in Green AI #3 #ClimateChange #artificialintelligence via https://t.co/HhN2bIMV4M https://t.co/R8qhhYXZ2Q,2021-12-17 01:35:59+00:00,Friday
61c339a2804621b028272ad6,Nathaniel Rich - Losing Earth by The Limehouse Podcast on #SoundCloud https://t.co/RmZLh2Ab8M #ClimateChange… https://t.co/C0NjhmKB0N,2021-12-16 22:43:46+00:00,Thursday
61c339a3804621b028272ae0,Early View #OpenAccess @theCAMH Special Issue Paper 'Adolescents’ thoughts &amp; feelings about the local &amp; global… https://t.co/bkB5Ixqeez,2021-12-16 18:48:00+00:00,Thursday
61c339a5804621b028272ae9,13 Machine Learning Use Cases for Climate Change #ClimateChange #learning #machinelearning via… https://t.co/Sw5n1BJt2B,2021-12-16 16:44:55+00:00,Thursday
61c339a6804621b028272aec,13 Machine Learning Use Cases for Climate Change #ClimateChange #learning #machinelearning via… https://t.co/ABB6woCnav,2021-12-16 16:27:00+00:00,Thursday
61c339a6804621b028272aed,13 Machine Learning Use Cases for Climate Change #ClimateChange #learning #machinelearning via… https://t.co/xPd9oKrhcy,2021-12-16 16:16:02+00:00,Thursday
61c339a7804621b028272aee,"Students in Maharashtra will start learning about worsening droughts, floods &amp; storms on a hotter planet, and find… https://t.co/Yg268blPxD",2021-12-16 16:15:14+00:00,Thursday
61c339a7804621b028272af0,Recent research by Dr. @alexkoberle featured in @IFAMagazine examines how nature-based solutions can play a crucial… https://t.co/MSG0TPNwEG,2021-12-16 16:05:03+00:00,Thursday
61c339a7804621b028272af1,The term 'wicked' was coined by theorist Horst W.J. Rittel to describe problems that are near impossible to solve.… https://t.co/A56W2iwquD,2021-12-16 15:56:59+00:00,Thursday
61c339a7804621b028272af5,You can actually host an eco-friendly Christmas without skimping on the festive magic. From natural decorations to… https://t.co/27rfMlJ7Pw,2021-12-16 15:02:00+00:00,Thursday
61c339a8804621b028272af6,"Business leaders unaware of climate change risk ‘is a problem’ , says @AvivaUK's Winslow.

https://t.co/WC8h1Lx8LI… https://t.co/rZ5lgWnWzX",2021-12-16 15:01:18+00:00,Thursday
61c339a9804621b028272aff,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using @makeitdonate on @IFTTT.

non-tweeting version… https://t.co/NbmjiJ0ggT",2021-12-16 13:31:55+00:00,Thursday
61c339aa804621b028272b09,#ClimateChange: More evidence of Climate Change in the #USA recently and now the #Philippines getting a pounding. A… https://t.co/E3pp5NPwI1,2021-12-16 11:16:27+00:00,Thursday
61c339aa804621b028272b0b,"According to a new survey, less than a third of UK businesses have a net zero strategy.

Do you think this will imp… https://t.co/ZqiteCi51F",2021-12-16 11:08:35+00:00,Thursday
61c339aa804621b028272b0c,#bneGREEN: #natGas and #nuclear still in the running to be included in EU green taxonomy  #bne #bneEditorsPicks… https://t.co/2du2a9i9zw,2021-12-16 11:05:49+00:00,Thursday
61c339ab804621b028272b12,"DB 2022 outlook things to look out for in the coming year, @hymansrobertson ...The potential impacts of… https://t.co/aDWNbCRQS9",2021-12-16 10:46:28+00:00,Thursday
61c339ad804621b028272b16,Good news! Awaiting you under the Christmas tree is that book you've been dying to read. But would you still be hap… https://t.co/GHWM5u4H6G,2021-12-16 10:01:21+00:00,Thursday
61c339ad804621b028272b1c,"📢Funded PhD Position to work w us @CAER_Reading @SimonGPotts

Study adding trees into arable systems to improve soi… https://t.co/15ueQsLO9d",2021-12-16 08:51:07+00:00,Thursday
61c339ae804621b028272b25,#Amazon #Rainforest birds’ bodies transform due to #climatechange https://t.co/oHsQMz3aLV #environment #health… https://t.co/QAauQT527B,2021-12-16 05:50:27+00:00,Thursday
61c339af804621b028272b28,@Tilgate_FGreen presumably you do not support any form of expansion at Gatwick? #ClimateChange https://t.co/c0VxUjeRKU,2021-12-15 22:55:24+00:00,Wednesday
61c339b0804621b028272b2e,It was brilliant to be at the  ⁦@PrixPictet⁩ event last night at the V&amp;A to see US photographer Sally Mann win 2021… https://t.co/sPCaGhajPN,2021-12-15 19:11:32+00:00,Wednesday
61c339b1804621b028272b32,"Are you subscribed to the ALNAP bulletin?

Sign up before the next edition for a 'first look' at our latest work 👉… https://t.co/td2GujfMs7",2021-12-15 17:46:09+00:00,Wednesday
61c339b1804621b028272b34,What does sustainability mean to you? This is what it means to the guests of Trailblazer Talks 2021.🌱♻️… https://t.co/pg0TaAC0xf,2021-12-15 17:40:06+00:00,Wednesday
61c339b2804621b028272b3b,"""There are people inside every organisation that want to take action, so you're pushing at an open door now."" The n… https://t.co/1NWFck3ryy",2021-12-15 16:25:35+00:00,Wednesday
61c339b3804621b028272b3c,Britain’s electricity grid saw its greenest day this year! The electricity system was the greenest it has ever been… https://t.co/H0ZiqVH4P1,2021-12-15 15:58:25+00:00,Wednesday
61c339b3804621b028272b43,The investment case for #infrastructure has been tested with concerns on #ClimateChange and the economic chaos caus… https://t.co/fBKjfYEKEG,2021-12-15 14:42:25+00:00,Wednesday
61c339b4804621b028272b4b,"Greek #oil &amp; #gas exploration an ‘unbearable’ threat to #whales, warns @greenpeace_gr 

https://t.co/UhXV04rVic… https://t.co/t13aRpXKtb",2021-12-15 13:30:03+00:00,Wednesday
61c339b5804621b028272b50,"2021 has been a critical year for challenges like #ClimateChange, #biodiversity loss and a sustainable recovery fro… https://t.co/0ZvmuCHQrl",2021-12-15 12:42:01+00:00,Wednesday
61c339b5804621b028272b51,"At the #UN's #climatesummit in Glasgow, #COP26, emerging markets took centre stage. Union Investment anticipate an… https://t.co/8C9DE3PW81",2021-12-15 12:30:09+00:00,Wednesday
61c339b5804621b028272b52,Climate change and mental health #ClimateChange #health via https://t.co/HhN2bIMV4M https://t.co/4bHlOB1SAw,2021-12-15 12:16:16+00:00,Wednesday
61c339b5804621b028272b53,"In this episode, Kwadwo Sarkodie and Charles Harris  are joined by Rachael O'Grady. Our speakers discuss the overla… https://t.co/SvN4t3LUUc",2021-12-15 12:13:49+00:00,Wednesday
61c339b5804621b028272b55,Another hugely inspiring talk from CLA member Sophie Alexander of @HemsworthFarm at our Rural Business Conference 2… https://t.co/1zDHXXrSCR,2021-12-15 12:02:04+00:00,Wednesday
61c339b6804621b028272b61,Green futures - for homes and businesses. Winter edition of Society Matters published.  Read it here… https://t.co/KkjlAq6oF4,2021-12-15 10:27:55+00:00,Wednesday
61c339b6804621b028272b62,"We've been carbon neutral for two months now. Small steps, but they'll hopefully make a small difference too.… https://t.co/oKqyR5oUqg",2021-12-15 10:22:37+00:00,Wednesday
61c339b7804621b028272b63,"From the Solomon Islands to Denali national park, how five communities reliant on tourism are coping as climate cha… https://t.co/xmBjJz9yoU",2021-12-15 10:01:11+00:00,Wednesday
61c339b7804621b028272b64,"Today's Energy News:

Annual report finds #ClimateChange destabilising Arctic;

Why #smart #meters are the foundati… https://t.co/CntCqz5Xi5",2021-12-15 10:00:29+00:00,Wednesday
61c339b7804621b028272b68,FREE webinar from @acamh on the impact #ClimateChange is having on the #MentalHealth of young people.… https://t.co/FTT9DTNfrH,2021-12-15 09:33:15+00:00,Wednesday
61c339b7804621b028272b69,Hungary issues first green Panda bonds on Chinese market #bne #bneEditorsPicks #EmergingMarkets #bneGreen… https://t.co/fX8h4gWTbG,2021-12-15 09:25:43+00:00,Wednesday
61c339ba804621b028272b79,Climate Change Pushes Wildfires to New Heights #ClimateChange via https://t.co/Ui3JcQTu6m https://t.co/nLu4B82B4O,2021-12-15 01:36:40+00:00,Wednesday
61c339bb804621b028272b7b,Climate Change Pushes Wildfires to New Heights #ClimateChange via https://t.co/SkrNjynVVT https://t.co/0L3W5HTJUh,2021-12-14 23:44:56+00:00,Tuesday
61c339bc804621b028272b86,Climate Change Pushes Wildfires to New Heights #ClimateChange via https://t.co/5oYb0tyrsS https://t.co/dlqst5KDWG,2021-12-14 20:15:45+00:00,Tuesday
61c339bc804621b028272b88,92% of financial firms have either launched green finance products or will have done within the next 12 months.  Ta… https://t.co/m6ZYY9HwEC,2021-12-14 19:06:30+00:00,Tuesday
61c339bc804621b028272b8b,"Our Head of Education, Dr Sylvia Knight is the latest guest on #GeogPod, @The_GA's podcast

Sylvia joins host John… https://t.co/cgOc5XFMFv",2021-12-14 18:02:37+00:00,Tuesday
61c339bd804621b028272b95,"#PODCAST: Mark Pennington spoke to climate change expert Prof. Michael Hulme from @Cambridge_Uni about ""Culture, Sc… https://t.co/qTH85Z4x8r",2021-12-14 15:15:00+00:00,Tuesday
61c339be804621b028272b97,"We couldn't agree more 💯 Hemingway died in 1961, so it's interesting to wonder what he'd think about our current si… https://t.co/Swu2bgbMOj",2021-12-14 15:03:18+00:00,Tuesday
61c339be804621b028272b99,"Bugs across globe are evolving to eat #plastic, study finds

https://t.co/RoGzKKGGiG

#pollution #climatechange https://t.co/lwM3oC3Y2H",2021-12-14 15:00:24+00:00,Tuesday
61c339bf804621b028272ba2,Developing countries are lagging behind in clean energy investments compared to the money spent on wealthier countr… https://t.co/ilPrShnDWp,2021-12-14 13:28:20+00:00,Tuesday
61c339bf804621b028272ba4,Booster for Omicron and now booster for decarbonisation? AstraZeneca has unveiled a new partnership to build a plan… https://t.co/LN7UZXiwK3,2021-12-14 12:42:31+00:00,Tuesday
61c339bf804621b028272ba6,"It is well known that the Global South is paying the highest price for #ClimateChange 

@BdRibon reports that Losse… https://t.co/bIAKyDETOh",2021-12-14 12:31:00+00:00,Tuesday
61c339bf804621b028272ba7,China &amp; Africa’s ground-breaking declaration on #climatechange will profoundly impact China’s future international… https://t.co/5PopsWqff8,2021-12-14 12:30:03+00:00,Tuesday
61c339c0804621b028272bae,Chartered accountants have the opportunity to make a huge difference in the way businesses act and understand clima… https://t.co/ENICVHr5zS,2021-12-14 12:00:18+00:00,Tuesday
61c339c0804621b028272bb0,"The accelerated melt rates of glaciers will have a significant impact on society worldwide. In 2020, Silixa’s XT-DT… https://t.co/ZiuU0SlPzh",2021-12-14 11:35:52+00:00,Tuesday
61c339c1804621b028272bb5,"https://t.co/o8TpYGXiip
#eco #saveourplanet #climatechange #sustainable #earth #reducerecyclereuse https://t.co/cGr5SxVspo",2021-12-14 11:00:35+00:00,Tuesday
61c339c3804621b028272bba,"The ECIU daily email gives you:

📰 a straightforward round-up of all #climate and #energy related headlines

💡 the… https://t.co/9N3zL7iLLP",2021-12-14 10:27:01+00:00,Tuesday
61c339c3804621b028272bbc,ICYMI: Our new @CDCgroup  5 year strategy places #climatechange &amp; sustainability at the heart of our investing alon… https://t.co/M75UKR5abe,2021-12-14 10:21:41+00:00,Tuesday
61c339c4804621b028272bbe,"Microplastics harmful to human cells, not just ocean/aquatic life.
https://t.co/kn05ZKykP5
#climatechange  #plasticpollution",2021-12-14 10:08:33+00:00,Tuesday
61c339c4804621b028272bc1,The latest issue of @IATA's #Airlines. magazine is out now. This issue looks at how airlines have strengthened thei… https://t.co/WtFBpGH638,2021-12-14 10:00:01+00:00,Tuesday
61c339c5804621b028272bc6,"What was achieved at #COP26 &amp; where do we go from here? 

Our 2nd season of #HelloClimateCalling wraps up with a lo… https://t.co/Kz6M1awcPA",2021-12-14 09:08:49+00:00,Tuesday
61c339c5804621b028272bc7,It's December and I'm walking around in a T-shirt. #ClimateChange,2021-12-14 09:03:36+00:00,Tuesday
61c339c5804621b028272bcc,"'World Bank under fire for being ‘missing in action’ on climate change: Al Gore, UN and other development banks tak… https://t.co/SMDnTECgyF",2021-12-14 07:38:03+00:00,Tuesday
61c339c6804621b028272bd6,We have to act today to save tomorrow or these catastrophes will be an everyday occurrence until we don’t have a pl… https://t.co/tDQP6aeau2,2021-12-13 23:51:33+00:00,Monday
61c339c7804621b028272bd9,Have you checked out the UN Goals Gal? 💚🌿 The UN sustainable development goals equal a better world where many prob… https://t.co/VV7QdABMyY,2021-12-13 22:30:01+00:00,Monday
61c339c7804621b028272bdb,#ClimateChange 🌪 The Movie 🎥 https://t.co/iC9ImwrZb6,2021-12-13 22:19:12+00:00,Monday
61c339c8804621b028272bdd,2021 Arctic Report Card: Winter sea ice pack likely thinnest on record #ClimateChange via https://t.co/HhN2bIMV4M https://t.co/Yu7wjDk7Pa,2021-12-13 20:44:39+00:00,Monday
61c339c9804621b028272be1,"Do you know how decisions made at @COP26 will affect your life?
#sustainability #COP26 #climatechange
https://t.co/A8QWD7roAC",2021-12-13 19:51:00+00:00,Monday
61c339c9804621b028272be3,Bilbo giving Frodo the ring to deal with was a really shitty move. He got all the benefits of the ring and then lef… https://t.co/U40w53v4qb,2021-12-13 19:12:15+00:00,Monday
61c339c9804621b028272be5,"@swcrisis @TheTweetOfGod 🤣 #ClimateChange #denier questions #God about climate 🤣

Looks like scientists and God are… https://t.co/zUWMZeSbyX",2021-12-13 18:21:29+00:00,Monday
61c339ca804621b028272bec,"Fellowship opportunity | Closing 3 Jan

The Russia Low-Carbon Transition Fellowship promotes collaboration between… https://t.co/ehDhCSnWmA",2021-12-13 16:20:02+00:00,Monday
61c339ca804621b028272bee,Climate change is causing thousands to flee their homes. In northern Cameroon tens of thousands of people are being… https://t.co/X5fpKPawIy,2021-12-13 16:16:31+00:00,Monday
61c33970804621b0282729ed,WA polling finds that people think the biggest challenge to achieving net zero will be businesses and other people… https://t.co/qHv52QUnPd,2021-12-21 13:13:26+00:00,Tuesday
61c33971804621b0282729f0,The mission to tackle #climatechange depends on the parallel mission of eradicating poverty. @LeapFrogInvest is pro… https://t.co/tvx8LLwhzd,2021-12-21 12:17:10+00:00,Tuesday
61c33971804621b0282729f1,Do you have experience in supporting #philanthropy in the #climate justice space and in the Global South? Impatienc… https://t.co/IWNGDnhBvT,2021-12-21 12:14:07+00:00,Tuesday
61c33972804621b0282729f8,The route to real action on climate change starts with us. That's why we’ve integrated a Carbon Tracker into our ap… https://t.co/A2ghNrocYP,2021-12-21 11:18:24+00:00,Tuesday
61c33973804621b0282729ff,"""If #NHS estates are to play their full role in tackling #climatechange and water scarcity, innovation must be embr… https://t.co/TDY0VA3ENa",2021-12-21 10:02:06+00:00,Tuesday
61c33973804621b028272a00,"Wishing you a very merry green Christmas from Sustainability Services at University of Reading. 
@UniofReading… https://t.co/K8mo4xiuXq",2021-12-21 10:01:24+00:00,Tuesday
61c33973804621b028272a05,"The post #COP26 energy landscape is a disaster in terms of what was targeted at the summit.

China headed for large… https://t.co/JN9PJ9hxt9",2021-12-21 08:46:27+00:00,Tuesday
61c33973804621b028272a06,The foundation of good health is eating a nutritious well-balanced diet - along with physical activity. At StreetCu… https://t.co/pKvomynsfT,2021-12-21 07:48:20+00:00,Tuesday
61c33974804621b028272a08,Three key takeaways from #ResponsibleFinance in 2021 #ESG #ClimateChange #Sustainability #SustainableFinance… https://t.co/KDSdTQTyYz,2021-12-21 06:59:49+00:00,Tuesday
61c33974804621b028272a0c,"Climate Change an 'Emerging Threat' to U.S. Financial Stability, Regulators Say #ClimateChange via… https://t.co/guOT0Iyvb6",2021-12-21 02:15:40+00:00,Tuesday
61c33975804621b028272a13,@EizaguirreLab is looking for its next #phd student! #PhDposition available looking at #biodiversity distributions… https://t.co/y1itHh8sq8,2021-12-20 20:04:39+00:00,Monday
61c33976804621b028272a20,@aviationfutgrp @HenrySmithUK Surely health has to come before greed of #aviation #climatechange Other countries ha… https://t.co/0sMDhtr8eq,2021-12-20 15:20:02+00:00,Monday
61c33976804621b028272a26,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using @makeitdonate on @IFTTT.

non-tweeting version… https://t.co/J2Zj9gzpHL",2021-12-20 14:06:04+00:00,Monday
61c33977804621b028272a2a,"📗Take a look at our Associate Profile series: in this issue, former MP and #SNP Europe Spokesperson Stephen Gethins… https://t.co/uNzRkwhoOw",2021-12-20 13:59:00+00:00,Monday
61c33978804621b028272a30,"Developing countries are enduring some of the worst effects of #climatechange, despite being the lowest #CO2 emitte… https://t.co/0dmfS5aU0N",2021-12-20 13:06:37+00:00,Monday
61c33978804621b028272a36,"Stuff to give away? De-clutter something today and make somebody's day.
#ecofriendly #sustainablefashion 
#eco… https://t.co/HjPbrTYrSM",2021-12-20 12:01:35+00:00,Monday
61c33979804621b028272a3d,The careful management of our planet’s water resources is vital to both our environmental and economic futures. Thi… https://t.co/WdmUxOk5tZ,2021-12-20 11:16:54+00:00,Monday
61c33979804621b028272a42,Do you have experience in supporting #philanthropy in the #climate justice space and in the Global South? Impatienc… https://t.co/DkZVu6RBUp,2021-12-20 10:33:17+00:00,Monday
61c33979804621b028272a43,"""Describing climate &amp; weather as the cause of disasters can be misleading, since disasters are caused by pre-existi… https://t.co/sfKHQhjvDG",2021-12-20 10:30:00+00:00,Monday
